2018-05-11 14:54:03,467 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/test]}" onto public java.lang.String com.wsl.wjw.controller.HelloController.hello(java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
2018-05-11 14:54:03,468 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/index || /]}" onto public java.lang.String com.wsl.wjw.controller.IndexController.index(org.springframework.web.servlet.ModelAndView) throws java.lang.Exception
2018-05-11 14:54:03,469 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/mesh/{page}/{model}]}" onto public java.lang.String com.wsl.wjw.controller.MeshController.meshOne(java.lang.String,java.lang.Long,java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
2018-05-11 14:54:03,470 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/shop/{typeId}]}" onto public java.util.List<com.wsl.wjw.dto.ShopDto> com.wsl.wjw.controller.ShopController.queryShopByTypeId(java.lang.Long) throws java.lang.Exception
2018-05-11 14:54:03,471 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/shop/{typeId}/{categoryId}]}" onto public java.util.List<com.wsl.wjw.dto.ShopDto> com.wsl.wjw.controller.ShopController.queryShopByCategoryId(java.lang.Long,java.lang.Long) throws java.lang.Exception
2018-05-11 14:54:03,471 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/type/all]}" onto public java.util.List<com.wsl.wjw.dto.TypeDto> com.wsl.wjw.controller.TypeController.queryAllType() throws java.lang.Exception
2018-05-11 14:54:03,473 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-05-11 14:54:03,474 [main] INFO org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping;Line:543 - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-05-11 14:54:03,502 [main] INFO org.springframework.web.servlet.handler.SimpleUrlHandlerMapping;Line:362 - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-05-11 14:54:03,502 [main] INFO org.springframework.web.servlet.handler.SimpleUrlHandlerMapping;Line:362 - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-05-11 14:54:03,540 [main] INFO org.springframework.web.servlet.handler.SimpleUrlHandlerMapping;Line:362 - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-05-11 14:54:03,699 [main] INFO org.springframework.web.servlet.view.freemarker.FreeMarkerConfigurer;Line:127 - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2018-05-11 14:54:03,977 [main] INFO org.springframework.jmx.export.annotation.AnnotationMBeanExporter;Line:431 - Registering beans for JMX exposure on startup
2018-05-11 14:54:04,021 [main] INFO org.apache.coyote.http11.Http11NioProtocol;Line:179 - Initializing ProtocolHandler ["http-nio-8082"]
2018-05-11 14:54:04,032 [main] INFO org.apache.coyote.http11.Http11NioProtocol;Line:179 - Starting ProtocolHandler ["http-nio-8082"]
2018-05-11 14:54:04,069 [main] INFO org.apache.tomcat.util.net.NioSelectorPool;Line:179 - Using a shared selector for servlet write/read
2018-05-11 14:54:04,086 [main] INFO org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer;Line:201 - Tomcat started on port(s): 8082 (http)
2018-05-11 14:54:04,090 [main] INFO com.wsl.wjw.WjwFrontApp;Line:57 - Started WjwFrontApp in 3.405 seconds (JVM running for 3.862)
2018-05-11 14:55:15,402 [http-nio-8082-exec-2] INFO org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/];Line:179 - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-05-11 14:55:15,402 [http-nio-8082-exec-2] INFO org.springframework.web.servlet.DispatcherServlet;Line:489 - FrameworkServlet 'dispatcherServlet': initialization started
2018-05-11 14:55:15,444 [http-nio-8082-exec-2] INFO org.springframework.web.servlet.DispatcherServlet;Line:508 - FrameworkServlet 'dispatcherServlet': initialization completed in 41 ms
2018-05-11 14:57:03,055 [main] INFO org.springframework.boot.test.context.SpringBootTestContextBootstrapper;Line:319 - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.wsl.wjw.WjwApplicationTests], using SpringBootContextLoader
2018-05-11 14:57:03,061 [main] INFO org.springframework.test.context.support.AbstractContextLoader;Line:264 - Could not detect default resource locations for test class [com.wsl.wjw.WjwApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-05-11 14:57:03,062 [main] INFO org.springframework.test.context.support.AnnotationConfigContextLoaderUtils;Line:81 - Could not detect default configuration classes for test class [com.wsl.wjw.WjwApplicationTests]: WjwApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-05-11 14:57:03,169 [main] INFO org.springframework.boot.test.context.SpringBootTestContextBootstrapper;Line:206 - Found @SpringBootConfiguration com.wsl.wjw.WjwFrontApp for test class com.wsl.wjw.WjwApplicationTests
2018-05-11 14:57:03,177 [main] INFO org.springframework.boot.test.context.SpringBootTestContextBootstrapper;Line:260 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
